title,genres,hit-list,recovery_rate,proCm1,proCm2,WriterName,DirectorName,EditorName,main_lead,co_lead1,latestDir,grp_mainLead,grp_co_lead1,grp_writer,grp_Editor,AllGenre,grp_proCm1,grp_proCm2,2ndgrp_mainLead,2ndgrp_co_lead1
Blue Crush,"[{""id"": 12, ""name"": ""Adventure""}]",2,207.37071600000002,Imagine Entertainment,Mikona Productions GmbH & Co. KG,James Sartain,John Stockwell,Emma E. Hickox,Kate Bosworth,Matthew Davis,2,2,0,2,3,Adventure,6,3,1,0
Stranger Than Fiction,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2,178.84408000000002,Mandate Pictures,Three Strange Angels,Peter Thorell,Marc Forster,Matt Chesse,Will Ferrell,Maggie Gyllenhaal,5,4,1,2,5,"Comedy,Drama,Fantasy,Romance",2,0,5,1
30 Days of Night,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3,251.68657666666667,Columbia Pictures,Dark Horse Entertainment,Hauk Olafsson,David Slade,Art Jones,Josh Hartnett,Melissa George,5,3,4,3,4,"Horror,Thriller",5,0,2,0
The Cabin in the Woods,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2,221.62026666666668,Lionsgate,Mutant Enemy Productions,Maja Aro,Drew Goddard,Lisa Lassek,Kristen Connolly,Chris Hemsworth,2,2,3,3,4,"Horror,Thriller",6,0,1,2
Meet the Spartans,"[{""id"": 35, ""name"": ""Comedy""}]",3,282.15610333333336,Regency Enterprises,New Regency Pictures,Mirela Rupic,Aaron Seltzer,Peck Prior,Sean Maguire,Carmen Electra,3,3,0,3,3,Comedy,4,1,1,0
Midnight Run,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2,128.04535333333334,Universal Pictures,City Light Films,Clarence Lynn Price,Martin Brest,Michael Tronick,Robert De Niro,Charles Grodin,6,6,0,2,6,"Adventure,Comedy,Crime",6,1,7,0
The Running Man,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,141.19298148148147,Keith Barish Productions,TAFT Entertainment Pictures,Jack Keller,Paul Michael Glaser,Edward A. Warschilka,Arnold Schwarzenegger,Richard Dawson,2,6,0,3,3,"Action,Science Fiction",2,0,8,0
Little Shop of Horrors,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2,154.99358,The Geffen Company,,David W. Orton,Frank Oz,John Jympson,Rick Moranis,Ellen Greene,2,2,0,2,6,"Horror,Comedy,Music",2,6,1,0
Hanna,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",2,212.60692666666668,Focus Features,Neunte Babelsberg Film,Lori Wyant,Joe Wright,Paul Tothill,Saoirse Ronan,Eric Bana,3,4,3,2,3,"Action,Thriller,Adventure",6,0,2,2
Larry Crowne,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2,120.53458333333333,Universal Pictures,Playtone Productions,Cate Hardman,Tom Hanks,Alan Cody,Tom Hanks,Julia Roberts,2,5,6,3,2,"Comedy,Romance,Drama",6,0,8,5
Carrie,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",3,274.64762666666667,Screen Gems,Metro-Goldwyn-Mayer (MGM),Anthony Rizzo,Kimberly Peirce,Nancy Richardson,Chloë Grace Moretz,Julianne Moore,4,4,5,3,5,"Drama,Horror",3,6,2,3
Take the Lead,"[{""id"": 10402, ""name"": ""Music""}]",2,115.80688666666667,New Line Cinema,Tiara Blu Films,Swizz Beatz,Liz Friedlander,Robert Ivison,Antonio Banderas,Rob Brown,2,4,1,2,2,Music,6,0,4,1
Gridiron Gang,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,138.26950333333335,Columbia Pictures,,Jeff Cutter,Phil Joanou,Joel Negron,Dwayne Johnson,Xzibit,2,4,0,2,4,"Action,Adventure,Crime,Drama",5,6,6,0
9,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2,161.42687666666666,Focus Films,Starz Animation,Marie-Eve Tetrault,Shane Acker,Nick Kenway,Christopher Plummer,Martin Landau,2,2,0,2,2,"Action,Adventure,Animation,Science Fiction,Thriller",2,0,1,0
Side Effects,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,211.24252333333337,Di Bonaventura Pictures,Endgame Entertainment,Spencer Silna,Steven Soderbergh,Steven Soderbergh,Jude Law,Rooney Mara,6,2,0,2,6,"Thriller,Crime,Drama",2,6,3,0
Winnie the Pooh,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",1,48.199999999999996,Walt Disney Pictures,Walt Disney Animation Studios,Melvina Rapozo,Don Hall,Lisa Linder,Jim Cummings,Travis Oates,3,2,0,1,1,"Animation,Family",6,3,1,0
Dumb and Dumberer: When Harry Met Lloyd,"[{""id"": 35, ""name"": ""Comedy""}]",2,206.67113157894738,New Line Cinema,,Eban Schletter,Troy Miller,Lawrence Jordan,Mimi Rogers,Eric Christian Olsen,2,2,0,2,3,Comedy,6,6,1,0
Bulworth,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1,97.34294666666666,Twentieth Century Fox Film Corporation,,Jamie D. Boscardin,Warren Beatty,Robert C. Jones,Warren Beatty,Halle Berry,2,2,5,1,2,"Comedy,Drama",6,6,2,2
Virtuosity,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1,80.16,Paramount Pictures,,B.J. Sears,Brett Leonard,B.J. Sears,Denzel Washington,Russell Crowe,3,4,4,1,1,"Action,Crime,Science Fiction,Thriller",6,6,8,4
Little Black Book,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1,62.95666285714285,Revolution Studios,Blue Star Pictures,Nancy Karlin,Nick Hurran,John Richards,Brittany Murphy,Holly Hunter,1,1,6,2,1,"Comedy,Romance,Drama",3,0,1,1
The Five-Year Engagement,"[{""id"": 35, ""name"": ""Comedy""}]",2,179.69917,Universal Pictures,Dentsu,Sophie Neudorfer,Nicholas Stoller,William Kerr,Jason Segel,Emily Blunt,6,3,3,2,4,Comedy,6,0,2,1
Mr. 3000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1,72.66767333333334,Touchstone Pictures,,Dan Cornwall,Charles Stone III,Bill Pankow,Bernie Mac,Angela Bassett,3,2,2,1,4,"Comedy,Drama",6,6,1,0
The Next Three Days,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2,170.49550333333335,Lionsgate,Fidélité Films,Camille Friend,Paul Haggis,Jo Francis,Russell Crowe,Elizabeth Banks,6,4,0,2,2,"Romance,Drama,Thriller,Crime",6,0,4,0
Ultraviolet,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2,103.56737,Screen Gems,Ultravi Productions,Casey Pritchett,Kurt Wimmer,William Yeh,Milla Jovovich,Cameron Bright,2,4,0,2,2,"Science Fiction,Action,Thriller",3,0,4,0
Assault on Precinct 13,"[{""id"": 53, ""name"": ""Thriller""}]",2,117.64823333333334,Rogue Pictures,Why Not Productions,Alexander Track,Jean-François Richet,Bill Pankow,Ethan Hawke,Laurence Fishburne,2,6,4,2,4,Thriller,4,0,4,1
The Replacement Killers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1,64.01643,Columbia Pictures Corporation,,Ken Sanzel,Antoine Fuqua,Jay Cassidy,Chow Yun-fat,Mira Sorvino,3,5,0,1,4,"Action,Drama,Crime,Thriller",6,6,1,0
Love & Other Drugs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3,342.73336,Bedford Falls Productions,Dune Entertainment,Charles Randolph,Edward Zwick,Steven Rosenblum,Jake Gyllenhaal,Anne Hathaway,4,4,3,3,4,"Drama,Comedy,Romance",4,4,4,2
88 Minutes,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1,56.436280000000004,TriStar Pictures,Nu Image Entertainment,Mark N Tompkins,Jon Avnet,Peter E. Berger,Al Pacino,Alicia Witt,2,4,4,2,4,"Crime,Mystery,Thriller",4,0,4,1
North Country,"[{""id"": 18, ""name"": ""Drama""}]",1,72.06926285714286,Warner Bros.,Participant Media,Helen Buck Bartlett,Niki Caro,David Coulson,Charlize Theron,Elle Peterson,4,4,0,1,4,Drama,6,1,2,0
The Whole Ten Yards,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1,65.3894525,Cheyenne Enterprises,Franchise Pictures,Julie L. Pearce,Howard Deutch,Seth Flaum,Bruce Willis,Matthew Perry,2,6,1,1,2,"Comedy,Thriller,Crime",1,3,8,1
Howard the Duck,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,102.60209189189189,Lucasfilm,Universal Pictures,Sidney Wolinsky,Willard Huyck,Sidney Wolinsky,Lea Thompson,Jeffrey Jones,2,2,0,2,2,"Comedy,Fantasy,Science Fiction",6,6,1,0
Pride and Glory,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,103.82776,New Line Cinema,Solaris Film,Josh Fagin,Gavin O'Connor,John Gilroy,Edward Norton,Jon Voight,3,2,0,2,3,"Thriller,Crime,Drama",6,1,3,0
The Cave,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1,50.02663666666667,Lakeshore Entertainment,Cinerenta Medienbeteiligungs KG,Angie Jones,Bruce Hunt,Brian Berdan,Cole Hauser,Eddie Cibrian,1,1,0,3,4,"Action,Adventure,Horror,Thriller",4,2,1,0
Alex & Emma,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1,51.22965666666667,Epsilon Motion Pictures,Franchise Pictures,John Larena,Rob Reiner,Alan Edward Bell,Luke Wilson,Kate Hudson,4,3,3,1,4,"Comedy,Romance",2,3,2,3
Wicker Park,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",1,43.33752333333333,Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM),Phil Pham,Paul McGuigan,Andrew Hulme,Josh Hartnett,Rose Byrne,2,3,0,1,3,"Drama,Mystery,Romance,Thriller",4,6,2,0
The New World,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",2,101.78670999999999,New Line Cinema,First Foot Films,David Crank,Terrence Malick,Mark Yoshikawa,Colin Farrell,Q'orianka Kilcher,2,4,1,2,4,"Drama,History,Romance",6,0,3,0
Godsend,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2,120.457948,Lions Gate Films,2929 Productions,Suzanne Benoit,Nick Hamm,Steve Mirkovich,Greg Kinnear,Rebecca Romijn,2,5,1,2,4,"Drama,Horror,Science Fiction,Thriller",6,4,2,1
Chasing Liberty,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1,5.217391304347826e-05,Alcon Entertainment,ETIC Films,Charles Bodycomb,Andy Cadiff,Jon Gregory,Mandy Moore,Stark Sands,1,3,0,1,6,"Comedy,Romance",5,0,1,0
An Unfinished Life,"[{""id"": 18, ""name"": ""Drama""}]",1,62.06094666666667,Miramax Films,Revolution Studios,Stewart Whelan,Lasse Hallström,Andrew Mondshein,Robert Redford,Jennifer Lopez,4,3,6,4,6,Drama,6,3,3,4
Barney's Version,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1,28.181003333333333,Serendipity Point Films,,Sabrina Lantos,Richard J. Lewis,Susan Shipton,Paul Giamatti,Dustin Hoffman,1,4,6,1,1,"Comedy,Drama",1,6,2,3
Runner Runner,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2,208.72215333333335,Double Feature Films,Regency Enterprises,Lizzie Ibarra,Brad Furman,Jeff McEvoy,Ben Affleck,Gemma Arterton,2,6,0,2,3,"Crime,Thriller,Drama",3,4,5,0
Antitrust,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1,60.652033333333335,Industry Entertainment,Epsilon Motion Pictures,Mark N Tompkins,Peter Howitt,Zach Staenberg,Ryan Phillippe,Rachael Leigh Cook,5,2,0,2,4,"Action,Crime,Drama",1,2,2,0
Glory,"[{""id"": 10752, ""name"": ""War""}]",2,149.04647222222223,TriStar Pictures,Freddie Fields Productions,Pat Newcomb,Edward Zwick,Steven Rosenblum,Matthew Broderick,Denzel Washington,4,4,4,2,4,War,4,0,2,8
DOA: Dead or Alive,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1,2.2872095238095236,Impact Pictures,Constantin Film Produktion,Petrina Ho,Corey Yuen Kwai,Eddie Hamilton,Jaime Pressly,Devon Aoki,2,1,0,4,3,"Adventure,Action,Thriller",4,3,1,0
The Assassination of Jesse James by the Coward Robert Ford,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",1,49.03931,Plan B Entertainment,Virtual Studios,Warren Ellis,Andrew Dominik,Curtiss Clayton,Brad Pitt,Casey Affleck,3,5,1,1,3,"Action,Drama,Western",5,4,6,1
Machine Gun Preacher,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1,8.426346666666666,Mpower Pictures,Relativity Media,Season Kent,Marc Forster,Matt Chesse,Gerard Butler,Michelle Monaghan,5,4,2,3,5,"Action,Thriller,Crime",1,4,4,0
Sausage Party,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",4,740.803247368421,Columbia Pictures,Sony Pictures Animation,Bert Van Brande,Greg Tiernan,Kevin Pavlovic,Seth Rogen,Kristen Wiig,4,6,4,4,4,"Adventure,Animation,Comedy,Fantasy",5,0,3,1
Pitch Perfect 2,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",5,991.4006689655173,Universal Pictures,Gold Circle Films,Lee Orloff,Elizabeth Banks,Craig Alpert,Anna Kendrick,Rebel Wilson,5,5,0,5,5,"Comedy,Music",6,0,1,0
Walk the Line,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",4,665.8531535714285,Tree Line Films,Konrad Pictures,Harrison Palmer,James Mangold,Michael McCusker,Joaquin Phoenix,Reese Witherspoon,4,4,4,4,4,"Drama,Music,Romance",4,3,3,4
Keeping the Faith,"[{""id"": 35, ""name"": ""Comedy""}]",2,123.45334666666668,Spyglass Entertainment,Touchstone Pictures,Victor DeNicola,Edward Norton,Malcolm Campbell,Ben Stiller,Edward Norton,2,4,2,2,4,Comedy,6,6,6,3
Confessions of a Dangerous Mind,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2,110.04601666666667,Miramax Films,Allied Filmmakers,Alex Wurman,George Clooney,Stephen Mirrione,Sam Rockwell,Drew Barrymore,4,2,4,2,6,"Comedy,Crime,Drama,Romance,Thriller",6,0,2,3
Serving Sara,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1,58.37994827586207,Paramount Pictures,,Jay Scherick,Reginald Hudlin,Jim Miller,Matthew Perry,Elizabeth Hurley,2,1,2,1,4,"Comedy,Romance",6,6,1,1
The Boss,"[{""id"": 35, ""name"": ""Comedy""}]",3,271.1595068965517,Universal Pictures,,Heather R. Dumas,Ben Falcone,Craig Alpert,Melissa McCarthy,Peter Dinklage,4,4,6,3,5,Comedy,6,6,2,1
Seed of Chucky,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2,206.9137,Rogue Pictures,,Ilinca Nanoveanu,Don Mancini,Ilinca Nanoveanu,Brad Dourif,Jennifer Tilly,2,2,2,2,2,"Drama,Horror,Comedy",4,6,1,1
The Jacket,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",1,72.84905172413794,Section Eight,Mandalay Pictures,Peter E. Strauss,John Maybury,Emma E. Hickox,Adrien Brody,Keira Knightley,1,3,4,1,3,"Drama,Mystery,Thriller,Fantasy",2,0,1,2
Aladdin,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",6,1800.1793535714285,Walt Disney Pictures,,Jennifer M. Shotwell,John Musker,H. Lee Peterson,Scott Weinger,Robin Williams,6,6,6,6,6,"Animation,Family,Comedy,Adventure,Fantasy,Romance",6,6,1,5
Straight Outta Compton,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",4,720.1249678571428,New Line Cinema,Universal Pictures,Ronald G. Muhammad,F. Gary Gray,Billy Fox,O'Shea Jackson Jr.,Corey Hawkins,4,4,0,4,4,"Drama,Music",6,6,1,0
Indiana Jones and the Temple of Doom,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",5,1189.2857142857142,Lucasfilm,Paramount Pictures,Roger Cain,Steven Spielberg,Michael Kahn,Harrison Ford,Kate Capshaw,6,6,0,5,6,"Adventure,Action",6,6,7,0
Along Came a Spider,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",2,175.29760166666665,Paramount Pictures,AZL Productions KG,Isabel Bloor,Lee Tamahori,Neil Travis,Morgan Freeman,Monica Potter,3,6,1,2,3,"Crime,Mystery,Thriller,Action",6,0,4,0
Florence Foster Jenkins,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2,168.6308724137931,BBC Films,Qwerty Films,Aoife Warren,Stephen Frears,Valerio Bonelli,Meryl Streep,Hugh Grant,4,5,6,2,4,"Comedy,Drama",6,0,5,2
Once Upon a Time in Mexico,"[{""id"": 28, ""name"": ""Action""}]",3,338.57097241379313,Columbia Pictures Corporation,Dimension Films,Mike Reedy,Robert Rodriguez,Robert Rodriguez,Antonio Banderas,Salma Hayek,5,4,3,3,5,Action,6,4,4,1
Die Hard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",4,502.7427,Twentieth Century Fox Film Corporation,Gordon Company,Peter McKernan,John McTiernan,Frank J. Urioste,Bruce Willis,Alan Rickman,4,6,1,4,4,"Action,Thriller",6,0,8,0
Role Models,"[{""id"": 35, ""name"": ""Comedy""}]",3,329.93188214285715,Universal Pictures,Internationale Filmproduktion Stella-del-Süd,Sam Wayman,David Wain,Eric Kissack,Seann William Scott,Paul Rudd,3,3,3,3,3,Comedy,6,0,1,2
The Big Short,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3,476.2375214285714,Paramount Pictures,Plan B Entertainment,Louise McCarthy,Adam McKay,Hank Corwin,Christian Bale,Steve Carell,3,4,5,3,3,"Comedy,Drama",6,5,6,3
Dawn of the Dead,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",3,365.55850357142856,New Amsterdam Entertainment,Strike Entertainment,Patrick Coffey,Zack Snyder,Niven Howie,Sarah Polley,Ving Rhames,4,3,0,3,4,"Fantasy,Horror,Action",3,0,1,0
The Wedding Planner,"[{""id"": 35, ""name"": ""Comedy""}]",3,270.65294,Columbia Pictures Corporation,Intermedia Films,Pamela Withers,Adam Shankman,Lisa Zeno Churgin,Jennifer Lopez,Matthew McConaughey,4,6,5,3,4,Comedy,6,2,4,5
The Royal Tenenbaums,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3,340.19642857142856,Touchstone Pictures,,Steven Simons,Wes Anderson,Dylan Tichenor,Gene Hackman,Anjelica Huston,4,6,0,3,5,"Comedy,Drama",6,6,2,0
Identity,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3,300.86512,Konrad Pictures,Columbia Pictures Corporation,Katharine Kremp,James Mangold,David Brenner,John Cusack,Ray Liotta,4,3,1,3,5,"Mystery,Thriller",3,6,4,1
For Your Eyes Only,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",4,697.5457214285714,United Artists,Eon Productions,Michael G. Wilson,John Glen,John Grover,Roger Moore,Carole Bouquet,4,6,0,4,4,"Adventure,Action,Thriller",6,6,3,0
Serendipity,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3,276.84394285714285,Miramax Films,Tapestry Films,Janice Miller,Peter Chelsom,Christopher Greenbury,John Cusack,Kate Beckinsale,3,3,3,3,6,"Comedy,Romance",6,4,4,2
Timecop,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",3,376.4688185185185,Universal Pictures,Renaissance Pictures,Christine Wilson,Peter Hyams,Steven Kemper,Jean-Claude Van Damme,Mia Sara,3,4,0,3,3,"Thriller,Science Fiction,Action,Crime",6,6,2,0
Zoolander,"[{""id"": 35, ""name"": ""Comedy""}]",2,217.07493214285716,Paramount Pictures,Village Roadshow Pictures,Christopher Emerson,Ben Stiller,Greg Hayden,Ben Stiller,Owen Wilson,2,4,5,2,4,Comedy,6,5,6,4
Safe Haven,"[{""id"": 10749, ""name"": ""Romance""}]",3,348.5505,Temple Hill Productions,Relativity Media,Gage Lansky,Lasse Hallström,Andrew Mondshein,Julianne Hough,Josh Duhamel,4,3,1,3,6,Romance,3,4,1,0
Hocus Pocus,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2,141.123975,Walt Disney Pictures,,Ray Fisher,Kenny Ortega,Peter E. Berger,Bette Midler,Sarah Jessica Parker,2,3,3,2,4,"Comedy,Family,Fantasy",6,6,2,1
No Reservations,"[{""id"": 35, ""name"": ""Comedy""}]",3,330.71803571428575,Village Roadshow Pictures,Castle Rock Entertainment,Melissa Toth,Scott Hicks,Pip Karmel,Catherine Zeta-Jones,Aaron Eckhart,3,4,3,3,3,Comedy,5,4,1,2
Kick-Ass,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",3,343.53179642857145,Lionsgate,Marv Films,Tamsin Jeffrey,Matthew Vaughn,Eddie Hamilton,Aaron Taylor-Johnson,Chloë Grace Moretz,3,3,4,3,3,"Action,Crime",6,0,1,2
Dracula 2000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2,117.85834642857142,Neo Art & Logic,Dimension Films,Courtney Gross,Patrick Lussier,Peter Devaney Flanagan,Gerard Butler,Christopher Plummer,4,4,2,2,2,"Thriller,Horror",2,4,4,1
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",3,359.47910357142854,Walt Disney Pictures,21 Laps Entertainment,Amol Parulekar,Miguel Arteta,Pamela Martin,Steve Carell,Jennifer Garner,3,5,3,3,5,"Family,Comedy",6,3,3,1
Pride & Prejudice,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3,432.6712392857143,Universal Pictures,StudioCanal,Sarah Love,Joe Wright,Paul Tothill,Keira Knightley,Matthew Macfadyen,3,4,1,3,3,"Drama,Romance",6,3,2,0
